Trace File Name, Cache Size (KB), Block Size (bytes), Replacement Policy, Associativity, Total Blocks, Tag Size (bits), Index Size (bits), Total Indices, Overhead Memory Size (KB), Implementation Memory Size (KB), Total Cache Accesses, Cache Hits, Cache Misses, Compulsory Misses, Conflict Misses, Hit Rate %, Miss Rate %, CPI
"Trace1A.trc", 8, 64, LRU, 16, 128, 23, 3, 8, 384, 8576, 37895, 35573, 2322, 126, 2196, 93.9, 6.1, 4.1
"Trace1A.trc", 64, 4, RR, 1, 16384, 16, 14, 16384, 34816, 100352, 52687, 49462, 3225, 2805, 420, 93.9, 6.1, 4.7
"Trace1A.trc", 64, 4, RR, 2, 16384, 17, 13, 8192, 36864, 102400, 52687, 49656, 3031, 2989, 42, 94.2, 5.8, 4.6
"Trace1A.trc", 64, 4, RR, 4, 16384, 18, 12, 4096, 38912, 104448, 52687, 49670, 3017, 3011, 6, 94.3, 5.7, 4.6
"Trace1A.trc", 64, 4, RR, 8, 16384, 19, 11, 2048, 40960, 106496, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 64, 4, RR, 16, 16384, 20, 10, 1024, 43008, 108544, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 64, 4, RND, 1, 16384, 16, 14, 16384, 34816, 100352, 52687, 49462, 3225, 2805, 420, 93.9, 6.1, 4.7
"Trace1A.trc", 64, 4, RND, 2, 16384, 17, 13, 8192, 36864, 102400, 52687, 49401, 3286, 2911, 375, 93.8, 6.2, 4.7
"Trace1A.trc", 64, 4, RND, 4, 16384, 18, 12, 4096, 38912, 104448, 52687, 49215, 3472, 3044, 428, 93.4, 6.6, 4.7
"Trace1A.trc", 64, 4, RND, 8, 16384, 19, 11, 2048, 40960, 106496, 52687, 49226, 3461, 3058, 403, 93.4, 6.6, 4.7
"Trace1A.trc", 64, 4, RND, 16, 16384, 20, 10, 1024, 43008, 108544, 52687, 49408, 3279, 2944, 335, 93.8, 6.2, 4.7
"Trace1A.trc", 64, 4, LRU, 1, 16384, 16, 14, 16384, 34816, 100352, 52687, 49462, 3225, 2805, 420, 93.9, 6.1, 4.7
"Trace1A.trc", 64, 4, LRU, 2, 16384, 17, 13, 8192, 36864, 102400, 52687, 49656, 3031, 2989, 42, 94.2, 5.8, 4.6
"Trace1A.trc", 64, 4, LRU, 4, 16384, 18, 12, 4096, 38912, 104448, 52687, 49670, 3017, 3011, 6, 94.3, 5.7, 4.6
"Trace1A.trc", 64, 4, LRU, 8, 16384, 19, 11, 2048, 40960, 106496, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 64, 4, LRU, 16, 16384, 20, 10, 1024, 43008, 108544, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 64, 16, RR, 1, 4096, 16, 12, 4096, 8704, 74240, 40037, 38589, 1448, 1105, 343, 96.4, 3.6, 4.1
"Trace1A.trc", 64, 16, RR, 2, 4096, 17, 11, 2048, 9216, 74752, 40037, 38723, 1314, 1238, 76, 96.7, 3.3, 4.1
"Trace1A.trc", 64, 16, RR, 4, 4096, 18, 10, 1024, 9728, 75264, 40037, 38736, 1301, 1284, 17, 96.8, 3.2, 4.1
"Trace1A.trc", 64, 16, RR, 8, 4096, 19, 9, 512, 10240, 75776, 40037, 38743, 1294, 1288, 6, 96.8, 3.2, 4.1
"Trace1A.trc", 64, 16, RR, 16, 4096, 20, 8, 256, 10752, 76288, 40037, 38746, 1291, 1291, 0, 96.8, 3.2, 4.1
"Trace1A.trc", 64, 16, RND, 1, 4096, 16, 12, 4096, 8704, 74240, 40037, 38589, 1448, 1105, 343, 96.4, 3.6, 4.1
"Trace1A.trc", 64, 16, RND, 2, 4096, 17, 11, 2048, 9216, 74752, 40037, 38581, 1456, 1187, 269, 96.4, 3.6, 4.1
"Trace1A.trc", 64, 16, RND, 4, 4096, 18, 10, 1024, 9728, 75264, 40037, 38405, 1632, 1284, 348, 95.9, 4.1, 4.1
"Trace1A.trc", 64, 16, RND, 8, 4096, 19, 9, 512, 10240, 75776, 40037, 38407, 1630, 1323, 307, 95.9, 4.1, 4.1
"Trace1A.trc", 64, 16, RND, 16, 4096, 20, 8, 256, 10752, 76288, 40037, 38512, 1525, 1260, 265, 96.2, 3.8, 4.1
"Trace1A.trc", 64, 16, LRU, 1, 4096, 16, 12, 4096, 8704, 74240, 40037, 38589, 1448, 1105, 343, 96.4, 3.6, 4.1
"Trace1A.trc", 64, 16, LRU, 2, 4096, 17, 11, 2048, 9216, 74752, 40037, 38723, 1314, 1238, 76, 96.7, 3.3, 4.1
"Trace1A.trc", 64, 16, LRU, 4, 4096, 18, 10, 1024, 9728, 75264, 40037, 38736, 1301, 1284, 17, 96.8, 3.2, 4.1
"Trace1A.trc", 64, 16, LRU, 8, 4096, 19, 9, 512, 10240, 75776, 40037, 38743, 1294, 1288, 6, 96.8, 3.2, 4.1
"Trace1A.trc", 64, 16, LRU, 16, 4096, 20, 8, 256, 10752, 76288, 40037, 38746, 1291, 1291, 0, 96.8, 3.2, 4.1
"Trace1A.trc", 64, 32, RR, 1, 2048, 16, 11, 2048, 4352, 69888, 38498, 37375, 1123, 738, 385, 97.1, 2.9, 4.0
"Trace1A.trc", 64, 32, RR, 2, 2048, 17, 10, 1024, 4608, 70144, 38498, 37554, 944, 844, 100, 97.5, 2.5, 4.0
"Trace1A.trc", 64, 32, RR, 4, 2048, 18, 9, 512, 4864, 70400, 38498, 37566, 932, 902, 30, 97.6, 2.4, 4.0
"Trace1A.trc", 64, 32, RR, 8, 2048, 19, 8, 256, 5120, 70656, 38498, 37577, 921, 911, 10, 97.6, 2.4, 4.0
"Trace1A.trc", 64, 32, RR, 16, 2048, 20, 7, 128, 5376, 70912, 38498, 37578, 920, 910, 10, 97.6, 2.4, 4.0
"Trace1A.trc", 64, 32, RND, 1, 2048, 16, 11, 2048, 4352, 69888, 38498, 37375, 1123, 738, 385, 97.1, 2.9, 4.0
"Trace1A.trc", 64, 32, RND, 2, 2048, 17, 10, 1024, 4608, 70144, 38498, 37423, 1075, 809, 266, 97.2, 2.8, 4.0
"Trace1A.trc", 64, 32, RND, 4, 2048, 18, 9, 512, 4864, 70400, 38498, 37332, 1166, 865, 301, 97.0, 3.0, 4.0
"Trace1A.trc", 64, 32, RND, 8, 2048, 19, 8, 256, 5120, 70656, 38498, 37296, 1202, 886, 316, 96.9, 3.1, 4.0
"Trace1A.trc", 64, 32, RND, 16, 2048, 20, 7, 128, 5376, 70912, 38498, 37365, 1133, 866, 267, 97.1, 2.9, 4.0
"Trace1A.trc", 64, 32, LRU, 1, 2048, 16, 11, 2048, 4352, 69888, 38498, 37375, 1123, 738, 385, 97.1, 2.9, 4.0
"Trace1A.trc", 64, 32, LRU, 2, 2048, 17, 10, 1024, 4608, 70144, 38498, 37554, 944, 844, 100, 97.5, 2.5, 4.0
"Trace1A.trc", 64, 32, LRU, 4, 2048, 18, 9, 512, 4864, 70400, 38498, 37566, 932, 902, 30, 97.6, 2.4, 4.0
"Trace1A.trc", 64, 32, LRU, 8, 2048, 19, 8, 256, 5120, 70656, 38498, 37577, 921, 911, 10, 97.6, 2.4, 4.0
"Trace1A.trc", 64, 32, LRU, 16, 2048, 20, 7, 128, 5376, 70912, 38498, 37578, 920, 910, 10, 97.6, 2.4, 4.0
"Trace1A.trc", 64, 64, RR, 1, 1024, 16, 10, 1024, 2176, 67712, 37895, 36948, 947, 490, 457, 97.5, 2.5, 4.0
"Trace1A.trc", 64, 64, RR, 2, 1024, 17, 9, 512, 2304, 67840, 37895, 37184, 711, 585, 126, 98.1, 1.9, 4.0
"Trace1A.trc", 64, 64, RR, 4, 1024, 18, 8, 256, 2432, 67968, 37895, 37195, 700, 630, 70, 98.2, 1.8, 4.0
"Trace1A.trc", 64, 64, RR, 8, 1024, 19, 7, 128, 2560, 68096, 37895, 37208, 687, 655, 32, 98.2, 1.8, 4.0
"Trace1A.trc", 64, 64, RR, 16, 1024, 20, 6, 64, 2688, 68224, 37895, 37219, 676, 662, 14, 98.2, 1.8, 4.0
"Trace1A.trc", 64, 64, RND, 1, 1024, 16, 10, 1024, 2176, 67712, 37895, 36948, 947, 490, 457, 97.5, 2.5, 4.0
"Trace1A.trc", 64, 64, RND, 2, 1024, 17, 9, 512, 2304, 67840, 37895, 37074, 821, 547, 274, 97.8, 2.2, 4.0
"Trace1A.trc", 64, 64, RND, 4, 1024, 18, 8, 256, 2432, 67968, 37895, 36948, 947, 598, 349, 97.5, 2.5, 4.0
"Trace1A.trc", 64, 64, RND, 8, 1024, 19, 7, 128, 2560, 68096, 37895, 36914, 981, 597, 384, 97.4, 2.6, 4.0
"Trace1A.trc", 64, 64, RND, 16, 1024, 20, 6, 64, 2688, 68224, 37895, 37015, 880, 584, 296, 97.7, 2.3, 4.0
"Trace1A.trc", 64, 64, LRU, 1, 1024, 16, 10, 1024, 2176, 67712, 37895, 36948, 947, 490, 457, 97.5, 2.5, 4.0
"Trace1A.trc", 64, 64, LRU, 2, 1024, 17, 9, 512, 2304, 67840, 37895, 37184, 711, 585, 126, 98.1, 1.9, 4.0
"Trace1A.trc", 64, 64, LRU, 4, 1024, 18, 8, 256, 2432, 67968, 37895, 37195, 700, 630, 70, 98.2, 1.8, 4.0
"Trace1A.trc", 64, 64, LRU, 8, 1024, 19, 7, 128, 2560, 68096, 37895, 37208, 687, 655, 32, 98.2, 1.8, 4.0
"Trace1A.trc", 64, 64, LRU, 16, 1024, 20, 6, 64, 2688, 68224, 37895, 37219, 676, 662, 14, 98.2, 1.8, 4.0
"Trace1A.trc", 256, 4, RR, 1, 65536, 14, 16, 65536, 122880, 385024, 52687, 49531, 3156, 2964, 192, 94.0, 6.0, 4.7
"Trace1A.trc", 256, 4, RR, 2, 65536, 15, 15, 32768, 131072, 393216, 52687, 49667, 3020, 3006, 14, 94.3, 5.7, 4.6
"Trace1A.trc", 256, 4, RR, 4, 65536, 16, 14, 16384, 139264, 401408, 52687, 49670, 3017, 3012, 5, 94.3, 5.7, 4.6
"Trace1A.trc", 256, 4, RR, 8, 65536, 17, 13, 8192, 147456, 409600, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 256, 4, RR, 16, 65536, 18, 12, 4096, 155648, 417792, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 256, 4, RND, 1, 65536, 14, 16, 65536, 122880, 385024, 52687, 49531, 3156, 2964, 192, 94.0, 6.0, 4.7
"Trace1A.trc", 256, 4, RND, 2, 65536, 15, 15, 32768, 131072, 393216, 52687, 49468, 3219, 3057, 162, 93.9, 6.1, 4.7
"Trace1A.trc", 256, 4, RND, 4, 65536, 16, 14, 16384, 139264, 401408, 52687, 49280, 3407, 3207, 200, 93.5, 6.5, 4.7
"Trace1A.trc", 256, 4, RND, 8, 65536, 17, 13, 8192, 147456, 409600, 52687, 49091, 3596, 3362, 234, 93.2, 6.8, 4.7
"Trace1A.trc", 256, 4, RND, 16, 65536, 18, 12, 4096, 155648, 417792, 52687, 49002, 3685, 3502, 183, 93.0, 7.0, 4.7
"Trace1A.trc", 256, 4, LRU, 1, 65536, 14, 16, 65536, 122880, 385024, 52687, 49531, 3156, 2964, 192, 94.0, 6.0, 4.7
"Trace1A.trc", 256, 4, LRU, 2, 65536, 15, 15, 32768, 131072, 393216, 52687, 49667, 3020, 3006, 14, 94.3, 5.7, 4.6
"Trace1A.trc", 256, 4, LRU, 4, 65536, 16, 14, 16384, 139264, 401408, 52687, 49670, 3017, 3012, 5, 94.3, 5.7, 4.6
"Trace1A.trc", 256, 4, LRU, 8, 65536, 17, 13, 8192, 147456, 409600, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 256, 4, LRU, 16, 65536, 18, 12, 4096, 155648, 417792, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 256, 16, RR, 1, 16384, 14, 14, 16384, 30720, 292864, 40037, 38660, 1377, 1232, 145, 96.6, 3.4, 4.1
"Trace1A.trc", 256, 16, RR, 2, 16384, 15, 13, 8192, 32768, 294912, 40037, 38739, 1298, 1271, 27, 96.8, 3.2, 4.1
"Trace1A.trc", 256, 16, RR, 4, 16384, 16, 12, 4096, 34816, 296960, 40037, 38742, 1295, 1290, 5, 96.8, 3.2, 4.1
"Trace1A.trc", 256, 16, RR, 8, 16384, 17, 11, 2048, 36864, 299008, 40037, 38743, 1294, 1294, 0, 96.8, 3.2, 4.1
"Trace1A.trc", 256, 16, RR, 16, 16384, 18, 10, 1024, 38912, 301056, 40037, 38743, 1294, 1294, 0, 96.8, 3.2, 4.1
"Trace1A.trc", 256, 16, RND, 1, 16384, 14, 14, 16384, 30720, 292864, 40037, 38660, 1377, 1232, 145, 96.6, 3.4, 4.1
"Trace1A.trc", 256, 16, RND, 2, 16384, 15, 13, 8192, 32768, 294912, 40037, 38611, 1426, 1300, 126, 96.4, 3.6, 4.1
"Trace1A.trc", 256, 16, RND, 4, 16384, 16, 12, 4096, 34816, 296960, 40037, 38473, 1564, 1392, 172, 96.1, 3.9, 4.1
"Trace1A.trc", 256, 16, RND, 8, 16384, 17, 11, 2048, 36864, 299008, 40037, 38336, 1701, 1525, 176, 95.8, 4.2, 4.1
"Trace1A.trc", 256, 16, RND, 16, 16384, 18, 10, 1024, 38912, 301056, 40037, 38229, 1808, 1649, 159, 95.5, 4.5, 4.1
"Trace1A.trc", 256, 16, LRU, 1, 16384, 14, 14, 16384, 30720, 292864, 40037, 38660, 1377, 1232, 145, 96.6, 3.4, 4.1
"Trace1A.trc", 256, 16, LRU, 2, 16384, 15, 13, 8192, 32768, 294912, 40037, 38739, 1298, 1271, 27, 96.8, 3.2, 4.1
"Trace1A.trc", 256, 16, LRU, 4, 16384, 16, 12, 4096, 34816, 296960, 40037, 38742, 1295, 1290, 5, 96.8, 3.2, 4.1
"Trace1A.trc", 256, 16, LRU, 8, 16384, 17, 11, 2048, 36864, 299008, 40037, 38743, 1294, 1294, 0, 96.8, 3.2, 4.1
"Trace1A.trc", 256, 16, LRU, 16, 16384, 18, 10, 1024, 38912, 301056, 40037, 38743, 1294, 1294, 0, 96.8, 3.2, 4.1
"Trace1A.trc", 256, 32, RR, 1, 8192, 14, 13, 8192, 15360, 277504, 38498, 37495, 1003, 860, 143, 97.4, 2.6, 4.0
"Trace1A.trc", 256, 32, RR, 2, 8192, 15, 12, 4096, 16384, 278528, 38498, 37572, 926, 894, 32, 97.6, 2.4, 4.0
"Trace1A.trc", 256, 32, RR, 4, 8192, 16, 11, 2048, 17408, 279552, 38498, 37577, 921, 914, 7, 97.6, 2.4, 4.0
"Trace1A.trc", 256, 32, RR, 8, 8192, 17, 10, 1024, 18432, 280576, 38498, 37578, 920, 920, 0, 97.6, 2.4, 4.0
"Trace1A.trc", 256, 32, RR, 16, 8192, 18, 9, 512, 19456, 281600, 38498, 37578, 920, 920, 0, 97.6, 2.4, 4.0
"Trace1A.trc", 256, 32, RND, 1, 8192, 14, 13, 8192, 15360, 277504, 38498, 37495, 1003, 860, 143, 97.4, 2.6, 4.0
"Trace1A.trc", 256, 32, RND, 2, 8192, 15, 12, 4096, 16384, 278528, 38498, 37457, 1041, 914, 127, 97.3, 2.7, 4.0
"Trace1A.trc", 256, 32, RND, 4, 8192, 16, 11, 2048, 17408, 279552, 38498, 37358, 1140, 987, 153, 97.0, 3.0, 4.0
"Trace1A.trc", 256, 32, RND, 8, 8192, 17, 10, 1024, 18432, 280576, 38498, 37191, 1307, 1107, 200, 96.6, 3.4, 4.0
"Trace1A.trc", 256, 32, RND, 16, 8192, 18, 9, 512, 19456, 281600, 38498, 37119, 1379, 1216, 163, 96.4, 3.6, 4.0
"Trace1A.trc", 256, 32, LRU, 1, 8192, 14, 13, 8192, 15360, 277504, 38498, 37495, 1003, 860, 143, 97.4, 2.6, 4.0
"Trace1A.trc", 256, 32, LRU, 2, 8192, 15, 12, 4096, 16384, 278528, 38498, 37572, 926, 894, 32, 97.6, 2.4, 4.0
"Trace1A.trc", 256, 32, LRU, 4, 8192, 16, 11, 2048, 17408, 279552, 38498, 37577, 921, 914, 7, 97.6, 2.4, 4.0
"Trace1A.trc", 256, 32, LRU, 8, 8192, 17, 10, 1024, 18432, 280576, 38498, 37578, 920, 920, 0, 97.6, 2.4, 4.0
"Trace1A.trc", 256, 32, LRU, 16, 8192, 18, 9, 512, 19456, 281600, 38498, 37578, 920, 920, 0, 97.6, 2.4, 4.0
"Trace1A.trc", 256, 64, RR, 1, 4096, 14, 12, 4096, 7680, 269824, 37895, 37135, 760, 612, 148, 98.0, 2.0, 4.0
"Trace1A.trc", 256, 64, RR, 2, 4096, 15, 11, 2048, 8192, 270336, 37895, 37212, 683, 648, 35, 98.2, 1.8, 4.0
"Trace1A.trc", 256, 64, RR, 4, 4096, 16, 10, 1024, 8704, 270848, 37895, 37218, 677, 668, 9, 98.2, 1.8, 4.0
"Trace1A.trc", 256, 64, RR, 8, 4096, 17, 9, 512, 9216, 271360, 37895, 37219, 676, 676, 0, 98.2, 1.8, 4.0
"Trace1A.trc", 256, 64, RR, 16, 4096, 18, 8, 256, 9728, 271872, 37895, 37221, 674, 674, 0, 98.2, 1.8, 4.0
"Trace1A.trc", 256, 64, RND, 1, 4096, 14, 12, 4096, 7680, 269824, 37895, 37135, 760, 612, 148, 98.0, 2.0, 4.0
"Trace1A.trc", 256, 64, RND, 2, 4096, 15, 11, 2048, 8192, 270336, 37895, 37115, 780, 663, 117, 97.9, 2.1, 4.0
"Trace1A.trc", 256, 64, RND, 4, 4096, 16, 10, 1024, 8704, 270848, 37895, 37009, 886, 723, 163, 97.7, 2.3, 4.0
"Trace1A.trc", 256, 64, RND, 8, 4096, 17, 9, 512, 9216, 271360, 37895, 36882, 1013, 830, 183, 97.3, 2.7, 4.0
"Trace1A.trc", 256, 64, RND, 16, 4096, 18, 8, 256, 9728, 271872, 37895, 36802, 1093, 927, 166, 97.1, 2.9, 4.0
"Trace1A.trc", 256, 64, LRU, 1, 4096, 14, 12, 4096, 7680, 269824, 37895, 37135, 760, 612, 148, 98.0, 2.0, 4.0
"Trace1A.trc", 256, 64, LRU, 2, 4096, 15, 11, 2048, 8192, 270336, 37895, 37212, 683, 648, 35, 98.2, 1.8, 4.0
"Trace1A.trc", 256, 64, LRU, 4, 4096, 16, 10, 1024, 8704, 270848, 37895, 37218, 677, 668, 9, 98.2, 1.8, 4.0
"Trace1A.trc", 256, 64, LRU, 8, 4096, 17, 9, 512, 9216, 271360, 37895, 37219, 676, 676, 0, 98.2, 1.8, 4.0
"Trace1A.trc", 256, 64, LRU, 16, 4096, 18, 8, 256, 9728, 271872, 37895, 37221, 674, 674, 0, 98.2, 1.8, 4.0
"Trace1A.trc", 1024, 4, RR, 1, 262144, 12, 18, 262144, 425984, 1474560, 52687, 49542, 3145, 2995, 150, 94.0, 6.0, 4.7
"Trace1A.trc", 1024, 4, RR, 2, 262144, 13, 17, 131072, 458752, 1507328, 52687, 49669, 3018, 3012, 6, 94.3, 5.7, 4.6
"Trace1A.trc", 1024, 4, RR, 4, 262144, 14, 16, 65536, 491520, 1540096, 52687, 49670, 3017, 3012, 5, 94.3, 5.7, 4.6
"Trace1A.trc", 1024, 4, RR, 8, 262144, 15, 15, 32768, 524288, 1572864, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 1024, 4, RR, 16, 262144, 16, 14, 16384, 557056, 1605632, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 1024, 4, RND, 1, 262144, 12, 18, 262144, 425984, 1474560, 52687, 49542, 3145, 2995, 150, 94.0, 6.0, 4.7
"Trace1A.trc", 1024, 4, RND, 2, 262144, 13, 17, 131072, 458752, 1507328, 52687, 49467, 3220, 3088, 132, 93.9, 6.1, 4.7
"Trace1A.trc", 1024, 4, RND, 4, 262144, 14, 16, 65536, 491520, 1540096, 52687, 49299, 3388, 3237, 151, 93.6, 6.4, 4.7
"Trace1A.trc", 1024, 4, RND, 8, 262144, 15, 15, 32768, 524288, 1572864, 52687, 49088, 3599, 3420, 179, 93.2, 6.8, 4.7
"Trace1A.trc", 1024, 4, RND, 16, 262144, 16, 14, 16384, 557056, 1605632, 52687, 48981, 3706, 3554, 152, 93.0, 7.0, 4.7
"Trace1A.trc", 1024, 4, LRU, 1, 262144, 12, 18, 262144, 425984, 1474560, 52687, 49542, 3145, 2995, 150, 94.0, 6.0, 4.7
"Trace1A.trc", 1024, 4, LRU, 2, 262144, 13, 17, 131072, 458752, 1507328, 52687, 49669, 3018, 3012, 6, 94.3, 5.7, 4.6
"Trace1A.trc", 1024, 4, LRU, 4, 262144, 14, 16, 65536, 491520, 1540096, 52687, 49670, 3017, 3012, 5, 94.3, 5.7, 4.6
"Trace1A.trc", 1024, 4, LRU, 8, 262144, 15, 15, 32768, 524288, 1572864, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 1024, 4, LRU, 16, 262144, 16, 14, 16384, 557056, 1605632, 52687, 49671, 3016, 3016, 0, 94.3, 5.7, 4.6
"Trace1A.trc", 1024, 16, RR, 1, 65536, 12, 16, 65536, 106496, 1155072, 40037, 38676, 1361, 1270, 91, 96.6, 3.4, 4.1
"Trace1A.trc", 1024, 16, RR, 2, 65536, 13, 15, 32768, 114688, 1163264, 40037, 38741, 1296, 1287, 9, 96.8, 3.2, 4.1
"Trace1A.trc", 1024, 16, RR, 4, 65536, 14, 14, 16384, 122880, 1171456, 40037, 38742, 1295, 1290, 5, 96.8, 3.2, 4.1
"Trace1A.trc", 1024, 16, RR, 8, 65536, 15, 13, 8192, 131072, 1179648, 40037, 38743, 1294, 1294, 0, 96.8, 3.2, 4.1
"Trace1A.trc", 1024, 16, RR, 16, 65536, 16, 12, 4096, 139264, 1187840, 40037, 38743, 1294, 1294, 0, 96.8, 3.2, 4.1
"Trace1A.trc", 1024, 16, RND, 1, 65536, 12, 16, 65536, 106496, 1155072, 40037, 38676, 1361, 1270, 91, 96.6, 3.4, 4.1
"Trace1A.trc", 1024, 16, RND, 2, 65536, 13, 15, 32768, 114688, 1163264, 40037, 38617, 1420, 1336, 84, 96.5, 3.5, 4.1
"Trace1A.trc", 1024, 16, RND, 4, 65536, 14, 14, 16384, 122880, 1171456, 40037, 38458, 1579, 1430, 149, 96.1, 3.9, 4.1
"Trace1A.trc", 1024, 16, RND, 8, 65536, 15, 13, 8192, 131072, 1179648, 40037, 38359, 1678, 1551, 127, 95.8, 4.2, 4.1
"Trace1A.trc", 1024, 16, RND, 16, 65536, 16, 12, 4096, 139264, 1187840, 40037, 38209, 1828, 1707, 121, 95.4, 4.6, 4.1
"Trace1A.trc", 1024, 16, LRU, 1, 65536, 12, 16, 65536, 106496, 1155072, 40037, 38676, 1361, 1270, 91, 96.6, 3.4, 4.1
"Trace1A.trc", 1024, 16, LRU, 2, 65536, 13, 15, 32768, 114688, 1163264, 40037, 38741, 1296, 1287, 9, 96.8, 3.2, 4.1
"Trace1A.trc", 1024, 16, LRU, 4, 65536, 14, 14, 16384, 122880, 1171456, 40037, 38742, 1295, 1290, 5, 96.8, 3.2, 4.1
"Trace1A.trc", 1024, 16, LRU, 8, 65536, 15, 13, 8192, 131072, 1179648, 40037, 38743, 1294, 1294, 0, 96.8, 3.2, 4.1
"Trace1A.trc", 1024, 16, LRU, 16, 65536, 16, 12, 4096, 139264, 1187840, 40037, 38743, 1294, 1294, 0, 96.8, 3.2, 4.1
"Trace1A.trc", 1024, 32, RR, 1, 32768, 12, 15, 32768, 53248, 1101824, 38498, 37507, 991, 900, 91, 97.4, 2.6, 4.0
"Trace1A.trc", 1024, 32, RR, 2, 32768, 13, 14, 16384, 57344, 1105920, 38498, 37574, 924, 912, 12, 97.6, 2.4, 4.0
"Trace1A.trc", 1024, 32, RR, 4, 32768, 14, 13, 8192, 61440, 1110016, 38498, 37577, 921, 914, 7, 97.6, 2.4, 4.0
"Trace1A.trc", 1024, 32, RR, 8, 32768, 15, 12, 4096, 65536, 1114112, 38498, 37578, 920, 920, 0, 97.6, 2.4, 4.0
"Trace1A.trc", 1024, 32, RR, 16, 32768, 16, 11, 2048, 69632, 1118208, 38498, 37578, 920, 920, 0, 97.6, 2.4, 4.0
"Trace1A.trc", 1024, 32, RND, 1, 32768, 12, 15, 32768, 53248, 1101824, 38498, 37507, 991, 900, 91, 97.4, 2.6, 4.0
"Trace1A.trc", 1024, 32, RND, 2, 32768, 13, 14, 16384, 57344, 1105920, 38498, 37453, 1045, 969, 76, 97.3, 2.7, 4.0
"Trace1A.trc", 1024, 32, RND, 4, 32768, 14, 13, 8192, 61440, 1110016, 38498, 37354, 1144, 1037, 107, 97.0, 3.0, 4.0
"Trace1A.trc", 1024, 32, RND, 8, 32768, 15, 12, 4096, 65536, 1114112, 38498, 37272, 1226, 1122, 104, 96.8, 3.2, 4.0
"Trace1A.trc", 1024, 32, RND, 16, 32768, 16, 11, 2048, 69632, 1118208, 38498, 37115, 1383, 1271, 112, 96.4, 3.6, 4.0
"Trace1A.trc", 1024, 32, LRU, 1, 32768, 12, 15, 32768, 53248, 1101824, 38498, 37507, 991, 900, 91, 97.4, 2.6, 4.0
"Trace1A.trc", 1024, 32, LRU, 2, 32768, 13, 14, 16384, 57344, 1105920, 38498, 37574, 924, 912, 12, 97.6, 2.4, 4.0
"Trace1A.trc", 1024, 32, LRU, 4, 32768, 14, 13, 8192, 61440, 1110016, 38498, 37577, 921, 914, 7, 97.6, 2.4, 4.0
"Trace1A.trc", 1024, 32, LRU, 8, 32768, 15, 12, 4096, 65536, 1114112, 38498, 37578, 920, 920, 0, 97.6, 2.4, 4.0
"Trace1A.trc", 1024, 32, LRU, 16, 32768, 16, 11, 2048, 69632, 1118208, 38498, 37578, 920, 920, 0, 97.6, 2.4, 4.0
"Trace1A.trc", 1024, 64, RR, 1, 16384, 12, 14, 16384, 26624, 1075200, 37895, 37150, 745, 654, 91, 98.0, 2.0, 4.0
"Trace1A.trc", 1024, 64, RR, 2, 16384, 13, 13, 8192, 28672, 1077248, 37895, 37217, 678, 666, 12, 98.2, 1.8, 4.0
"Trace1A.trc", 1024, 64, RR, 4, 16384, 14, 12, 4096, 30720, 1079296, 37895, 37218, 677, 668, 9, 98.2, 1.8, 4.0
"Trace1A.trc", 1024, 64, RR, 8, 16384, 15, 11, 2048, 32768, 1081344, 37895, 37219, 676, 676, 0, 98.2, 1.8, 4.0
"Trace1A.trc", 1024, 64, RR, 16, 16384, 16, 10, 1024, 34816, 1083392, 37895, 37219, 676, 676, 0, 98.2, 1.8, 4.0
"Trace1A.trc", 1024, 64, RND, 1, 16384, 12, 14, 16384, 26624, 1075200, 37895, 37150, 745, 654, 91, 98.0, 2.0, 4.0
"Trace1A.trc", 1024, 64, RND, 2, 16384, 13, 13, 8192, 28672, 1077248, 37895, 37130, 765, 702, 63, 98.0, 2.0, 4.0
"Trace1A.trc", 1024, 64, RND, 4, 16384, 14, 12, 4096, 30720, 1079296, 37895, 37005, 890, 770, 120, 97.7, 2.3, 4.0
"Trace1A.trc", 1024, 64, RND, 8, 16384, 15, 11, 2048, 32768, 1081344, 37895, 36897, 998, 852, 146, 97.4, 2.6, 4.0
"Trace1A.trc", 1024, 64, RND, 16, 16384, 16, 10, 1024, 34816, 1083392, 37895, 36791, 1104, 976, 128, 97.1, 2.9, 4.0
"Trace1A.trc", 1024, 64, LRU, 1, 16384, 12, 14, 16384, 26624, 1075200, 37895, 37150, 745, 654, 91, 98.0, 2.0, 4.0
