Trace File Name, Cache Size (KB), Block Size (bytes), Replacement Policy, Associativity, Total Blocks, Tag Size (bits), Index Size (bits), Total Indices, Overhead Memory Size (KB), Implementation Memory Size (KB), Total Cache Accesses, Cache Hits, Cache Misses, Compulsory Misses, Conflict Misses, Hit Rate %, Miss Rate %, CPI
"TestTrace.trc", 2048, 32, RR, 16, 65536, 15, 12, 4096, 131072, 2228224, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 2048, 32, RND, 1, 65536, 11, 16, 65536, 98304, 2195456, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 2048, 32, RND, 2, 65536, 12, 15, 32768, 106496, 2203648, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 2048, 32, RND, 4, 65536, 13, 14, 16384, 114688, 2211840, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 2048, 32, RND, 8, 65536, 14, 13, 8192, 122880, 2220032, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 2048, 32, RND, 16, 65536, 15, 12, 4096, 131072, 2228224, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 2048, 32, LRU, 1, 65536, 11, 16, 65536, 98304, 2195456, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 2048, 32, LRU, 2, 65536, 12, 15, 32768, 106496, 2203648, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 2048, 32, LRU, 4, 65536, 13, 14, 16384, 114688, 2211840, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 2048, 32, LRU, 8, 65536, 14, 13, 8192, 122880, 2220032, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 2048, 32, LRU, 16, 65536, 15, 12, 4096, 131072, 2228224, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 2048, 64, RR, 1, 32768, 11, 15, 32768, 49152, 2146304, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, RR, 2, 32768, 12, 14, 16384, 53248, 2150400, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, RR, 4, 32768, 13, 13, 8192, 57344, 2154496, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, RR, 8, 32768, 14, 12, 4096, 61440, 2158592, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, RR, 16, 32768, 15, 11, 2048, 65536, 2162688, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, RND, 1, 32768, 11, 15, 32768, 49152, 2146304, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, RND, 2, 32768, 12, 14, 16384, 53248, 2150400, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, RND, 4, 32768, 13, 13, 8192, 57344, 2154496, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, RND, 8, 32768, 14, 12, 4096, 61440, 2158592, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, RND, 16, 32768, 15, 11, 2048, 65536, 2162688, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, LRU, 1, 32768, 11, 15, 32768, 49152, 2146304, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, LRU, 2, 32768, 12, 14, 16384, 53248, 2150400, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, LRU, 4, 32768, 13, 13, 8192, 57344, 2154496, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, LRU, 8, 32768, 14, 12, 4096, 61440, 2158592, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 2048, 64, LRU, 16, 32768, 15, 11, 2048, 65536, 2162688, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 4, RR, 1, 1048576, 10, 20, 1048576, 1441792, 5636096, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, RR, 2, 1048576, 11, 19, 524288, 1572864, 5767168, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, RR, 4, 1048576, 12, 18, 262144, 1703936, 5898240, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, RR, 8, 1048576, 13, 17, 131072, 1835008, 6029312, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, RR, 16, 1048576, 14, 16, 65536, 1966080, 6160384, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, RND, 1, 1048576, 10, 20, 1048576, 1441792, 5636096, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, RND, 2, 1048576, 11, 19, 524288, 1572864, 5767168, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, RND, 4, 1048576, 12, 18, 262144, 1703936, 5898240, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, RND, 8, 1048576, 13, 17, 131072, 1835008, 6029312, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, RND, 16, 1048576, 14, 16, 65536, 1966080, 6160384, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, LRU, 1, 1048576, 10, 20, 1048576, 1441792, 5636096, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, LRU, 2, 1048576, 11, 19, 524288, 1572864, 5767168, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, LRU, 4, 1048576, 12, 18, 262144, 1703936, 5898240, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, LRU, 8, 1048576, 13, 17, 131072, 1835008, 6029312, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 4, LRU, 16, 1048576, 14, 16, 65536, 1966080, 6160384, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 4096, 16, RR, 1, 262144, 10, 18, 262144, 360448, 4554752, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, RR, 2, 262144, 11, 17, 131072, 393216, 4587520, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, RR, 4, 262144, 12, 16, 65536, 425984, 4620288, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, RR, 8, 262144, 13, 15, 32768, 458752, 4653056, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, RR, 16, 262144, 14, 14, 16384, 491520, 4685824, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, RND, 1, 262144, 10, 18, 262144, 360448, 4554752, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, RND, 2, 262144, 11, 17, 131072, 393216, 4587520, 61, 46, 15, 15, 0, 75.4, 24.6, 4.3
"TestTrace.trc", 4096, 16, RND, 4, 262144, 12, 16, 65536, 425984, 4620288, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, RND, 8, 262144, 13, 15, 32768, 458752, 4653056, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, RND, 16, 262144, 14, 14, 16384, 491520, 4685824, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, LRU, 1, 262144, 10, 18, 262144, 360448, 4554752, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, LRU, 2, 262144, 11, 17, 131072, 393216, 4587520, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, LRU, 4, 262144, 12, 16, 65536, 425984, 4620288, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, LRU, 8, 262144, 13, 15, 32768, 458752, 4653056, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 16, LRU, 16, 262144, 14, 14, 16384, 491520, 4685824, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 4096, 32, RR, 1, 131072, 10, 17, 131072, 180224, 4374528, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, RR, 2, 131072, 11, 16, 65536, 196608, 4390912, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, RR, 4, 131072, 12, 15, 32768, 212992, 4407296, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, RR, 8, 131072, 13, 14, 16384, 229376, 4423680, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, RR, 16, 131072, 14, 13, 8192, 245760, 4440064, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, RND, 1, 131072, 10, 17, 131072, 180224, 4374528, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, RND, 2, 131072, 11, 16, 65536, 196608, 4390912, 58, 45, 13, 13, 0, 77.6, 22.4, 4.1
"TestTrace.trc", 4096, 32, RND, 4, 131072, 12, 15, 32768, 212992, 4407296, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, RND, 8, 131072, 13, 14, 16384, 229376, 4423680, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, RND, 16, 131072, 14, 13, 8192, 245760, 4440064, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, LRU, 1, 131072, 10, 17, 131072, 180224, 4374528, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, LRU, 2, 131072, 11, 16, 65536, 196608, 4390912, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, LRU, 4, 131072, 12, 15, 32768, 212992, 4407296, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, LRU, 8, 131072, 13, 14, 16384, 229376, 4423680, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 32, LRU, 16, 131072, 14, 13, 8192, 245760, 4440064, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 4096, 64, RR, 1, 65536, 10, 16, 65536, 90112, 4284416, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, RR, 2, 65536, 11, 15, 32768, 98304, 4292608, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, RR, 4, 65536, 12, 14, 16384, 106496, 4300800, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, RR, 8, 65536, 13, 13, 8192, 114688, 4308992, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, RR, 16, 65536, 14, 12, 4096, 122880, 4317184, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, RND, 1, 65536, 10, 16, 65536, 90112, 4284416, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, RND, 2, 65536, 11, 15, 32768, 98304, 4292608, 55, 44, 11, 11, 0, 80.0, 20.0, 4.0
"TestTrace.trc", 4096, 64, RND, 4, 65536, 12, 14, 16384, 106496, 4300800, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, RND, 8, 65536, 13, 13, 8192, 114688, 4308992, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, RND, 16, 65536, 14, 12, 4096, 122880, 4317184, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, LRU, 1, 65536, 10, 16, 65536, 90112, 4284416, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, LRU, 2, 65536, 11, 15, 32768, 98304, 4292608, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, LRU, 4, 65536, 12, 14, 16384, 106496, 4300800, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, LRU, 8, 65536, 13, 13, 8192, 114688, 4308992, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 4096, 64, LRU, 16, 65536, 14, 12, 4096, 122880, 4317184, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 4, RR, 1, 2097152, 9, 21, 2097152, 2621440, 11010048, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, RR, 2, 2097152, 10, 20, 1048576, 2883584, 11272192, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, RR, 4, 2097152, 11, 19, 524288, 3145728, 11534336, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, RR, 8, 2097152, 12, 18, 262144, 3407872, 11796480, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, RR, 16, 2097152, 13, 17, 131072, 3670016, 12058624, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, RND, 1, 2097152, 9, 21, 2097152, 2621440, 11010048, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, RND, 2, 2097152, 10, 20, 1048576, 2883584, 11272192, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, RND, 4, 2097152, 11, 19, 524288, 3145728, 11534336, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, RND, 8, 2097152, 12, 18, 262144, 3407872, 11796480, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, RND, 16, 2097152, 13, 17, 131072, 3670016, 12058624, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, LRU, 1, 2097152, 9, 21, 2097152, 2621440, 11010048, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, LRU, 2, 2097152, 10, 20, 1048576, 2883584, 11272192, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, LRU, 4, 2097152, 11, 19, 524288, 3145728, 11534336, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, LRU, 8, 2097152, 12, 18, 262144, 3407872, 11796480, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 4, LRU, 16, 2097152, 13, 17, 131072, 3670016, 12058624, 81, 48, 33, 33, 0, 59.3, 40.7, 5.5
"TestTrace.trc", 8192, 16, RR, 1, 524288, 9, 19, 524288, 655360, 9043968, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, RR, 2, 524288, 10, 18, 262144, 720896, 9109504, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, RR, 4, 524288, 11, 17, 131072, 786432, 9175040, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, RR, 8, 524288, 12, 16, 65536, 851968, 9240576, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, RR, 16, 524288, 13, 15, 32768, 917504, 9306112, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, RND, 1, 524288, 9, 19, 524288, 655360, 9043968, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, RND, 2, 524288, 10, 18, 262144, 720896, 9109504, 61, 46, 15, 15, 0, 75.4, 24.6, 4.3
"TestTrace.trc", 8192, 16, RND, 4, 524288, 11, 17, 131072, 786432, 9175040, 61, 46, 15, 15, 0, 75.4, 24.6, 4.3
"TestTrace.trc", 8192, 16, RND, 8, 524288, 12, 16, 65536, 851968, 9240576, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, RND, 16, 524288, 13, 15, 32768, 917504, 9306112, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, LRU, 1, 524288, 9, 19, 524288, 655360, 9043968, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, LRU, 2, 524288, 10, 18, 262144, 720896, 9109504, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, LRU, 4, 524288, 11, 17, 131072, 786432, 9175040, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, LRU, 8, 524288, 12, 16, 65536, 851968, 9240576, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 16, LRU, 16, 524288, 13, 15, 32768, 917504, 9306112, 61, 47, 14, 14, 0, 77.0, 23.0, 4.2
"TestTrace.trc", 8192, 32, RR, 1, 262144, 9, 18, 262144, 327680, 8716288, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, RR, 2, 262144, 10, 17, 131072, 360448, 8749056, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, RR, 4, 262144, 11, 16, 65536, 393216, 8781824, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, RR, 8, 262144, 12, 15, 32768, 425984, 8814592, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, RR, 16, 262144, 13, 14, 16384, 458752, 8847360, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, RND, 1, 262144, 9, 18, 262144, 327680, 8716288, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, RND, 2, 262144, 10, 17, 131072, 360448, 8749056, 58, 45, 13, 13, 0, 77.6, 22.4, 4.1
"TestTrace.trc", 8192, 32, RND, 4, 262144, 11, 16, 65536, 393216, 8781824, 58, 44, 14, 13, 1, 75.9, 24.1, 4.2
"TestTrace.trc", 8192, 32, RND, 8, 262144, 12, 15, 32768, 425984, 8814592, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, RND, 16, 262144, 13, 14, 16384, 458752, 8847360, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, LRU, 1, 262144, 9, 18, 262144, 327680, 8716288, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, LRU, 2, 262144, 10, 17, 131072, 360448, 8749056, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, LRU, 4, 262144, 11, 16, 65536, 393216, 8781824, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, LRU, 8, 262144, 12, 15, 32768, 425984, 8814592, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 32, LRU, 16, 262144, 13, 14, 16384, 458752, 8847360, 58, 46, 12, 12, 0, 79.3, 20.7, 4.1
"TestTrace.trc", 8192, 64, RR, 1, 131072, 9, 17, 131072, 163840, 8552448, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, RR, 2, 131072, 10, 16, 65536, 180224, 8568832, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, RR, 4, 131072, 11, 15, 32768, 196608, 8585216, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, RR, 8, 131072, 12, 14, 16384, 212992, 8601600, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, RR, 16, 131072, 13, 13, 8192, 229376, 8617984, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, RND, 1, 131072, 9, 17, 131072, 163840, 8552448, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, RND, 2, 131072, 10, 16, 65536, 180224, 8568832, 55, 44, 11, 11, 0, 80.0, 20.0, 4.0
"TestTrace.trc", 8192, 64, RND, 4, 131072, 11, 15, 32768, 196608, 8585216, 55, 43, 12, 12, 0, 78.2, 21.8, 4.0
"TestTrace.trc", 8192, 64, RND, 8, 131072, 12, 14, 16384, 212992, 8601600, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, RND, 16, 131072, 13, 13, 8192, 229376, 8617984, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, LRU, 1, 131072, 9, 17, 131072, 163840, 8552448, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, LRU, 2, 131072, 10, 16, 65536, 180224, 8568832, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, LRU, 4, 131072, 11, 15, 32768, 196608, 8585216, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, LRU, 8, 131072, 12, 14, 16384, 212992, 8601600, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"TestTrace.trc", 8192, 64, LRU, 16, 131072, 13, 13, 8192, 229376, 8617984, 55, 45, 10, 10, 0, 81.8, 18.2, 3.9
"Corruption1.trc", 8, 4, RR, 1, 2048, 19, 11, 2048, 5120, 13312, 27171, 19584, 7587, 1964, 5623, 72.1, 27.9, 5.4
"Corruption1.trc", 8, 4, RR, 2, 2048, 20, 10, 1024, 5376, 13568, 27171, 20714, 6457, 2034, 4423, 76.2, 23.8, 5.2
"Corruption1.trc", 8, 4, RR, 4, 2048, 21, 9, 512, 5632, 13824, 27171, 20892, 6279, 2048, 4231, 76.9, 23.1, 5.2
"Corruption1.trc", 8, 4, RR, 8, 2048, 22, 8, 256, 5888, 14080, 27171, 21026, 6145, 2048, 4097, 77.4, 22.6, 5.2
"Corruption1.trc", 8, 4, RR, 16, 2048, 23, 7, 128, 6144, 14336, 27201, 21103, 6098, 2048, 4005, 77.6, 22.4, 5.2
"Corruption1.trc", 8, 4, RND, 1, 2048, 19, 11, 2048, 5120, 13312, 27171, 19584, 7587, 1964, 5623, 72.1, 27.9, 5.4
"Corruption1.trc", 8, 4, RND, 2, 2048, 20, 10, 1024, 5376, 13568, 27171, 20423, 6748, 1969, 4779, 75.2, 24.8, 5.3
"Corruption1.trc", 8, 4, RND, 4, 2048, 21, 9, 512, 5632, 13824, 27171, 20359, 6812, 1989, 4823, 74.9, 25.1, 5.3
"Corruption1.trc", 8, 4, RND, 8, 2048, 22, 8, 256, 5888, 14080, 27171, 20352, 6819, 1979, 4840, 74.9, 25.1, 5.3
"Corruption1.trc", 8, 4, RND, 16, 2048, 23, 7, 128, 6144, 14336, 27201, 20358, 6843, 1974, 4824, 74.8, 25.2, 5.3
"Corruption1.trc", 8, 4, LRU, 1, 2048, 19, 11, 2048, 5120, 13312, 27171, 19584, 7587, 1964, 5623, 72.1, 27.9, 5.4
"Corruption1.trc", 8, 4, LRU, 2, 2048, 20, 10, 1024, 5376, 13568, 27171, 20714, 6457, 2034, 4423, 76.2, 23.8, 5.2
"Corruption1.trc", 8, 4, LRU, 4, 2048, 21, 9, 512, 5632, 13824, 27171, 20892, 6279, 2048, 4231, 76.9, 23.1, 5.2
"Corruption1.trc", 8, 4, LRU, 8, 2048, 22, 8, 256, 5888, 14080, 27171, 21026, 6145, 2048, 4097, 77.4, 22.6, 5.2
"Corruption1.trc", 8, 4, LRU, 16, 2048, 23, 7, 128, 6144, 14336, 27201, 21103, 6098, 2048, 4005, 77.6, 22.4, 5.2
"Corruption1.trc", 8, 16, RR, 1, 512, 19, 9, 512, 1280, 9472, 21397, 18212, 3185, 505, 2680, 85.1, 14.9, 4.4
"Corruption1.trc", 8, 16, RR, 2, 512, 20, 8, 256, 1344, 9536, 21397, 18633, 2764, 511, 2253, 87.1, 12.9, 4.4
"Corruption1.trc", 8, 16, RR, 4, 512, 21, 7, 128, 1408, 9600, 21397, 18741, 2656, 512, 2144, 87.6, 12.4, 4.4
"Corruption1.trc", 8, 16, RR, 8, 512, 22, 6, 64, 1472, 9664, 21397, 18841, 2556, 512, 2044, 88.1, 11.9, 4.3
"Corruption1.trc", 8, 16, RR, 16, 512, 23, 5, 32, 1536, 9728, 21397, 18866, 2531, 512, 2019, 88.2, 11.8, 4.3
"Corruption1.trc", 8, 16, RND, 1, 512, 19, 9, 512, 1280, 9472, 21397, 18212, 3185, 505, 2680, 85.1, 14.9, 4.4
"Corruption1.trc", 8, 16, RND, 2, 512, 20, 8, 256, 1344, 9536, 21397, 18506, 2891, 503, 2388, 86.5, 13.5, 4.4
"Corruption1.trc", 8, 16, RND, 4, 512, 21, 7, 128, 1408, 9600, 21397, 18541, 2856, 505, 2351, 86.7, 13.3, 4.4
"Corruption1.trc", 8, 16, RND, 8, 512, 22, 6, 64, 1472, 9664, 21397, 18624, 2773, 510, 2263, 87.0, 13.0, 4.4
"Corruption1.trc", 8, 16, RND, 16, 512, 23, 5, 32, 1536, 9728, 21397, 18659, 2738, 503, 2235, 87.2, 12.8, 4.4
"Corruption1.trc", 8, 16, LRU, 1, 512, 19, 9, 512, 1280, 9472, 21397, 18212, 3185, 505, 2680, 85.1, 14.9, 4.4
"Corruption1.trc", 8, 16, LRU, 2, 512, 20, 8, 256, 1344, 9536, 21397, 18633, 2764, 511, 2253, 87.1, 12.9, 4.4
"Corruption1.trc", 8, 16, LRU, 4, 512, 21, 7, 128, 1408, 9600, 21397, 18741, 2656, 512, 2144, 87.6, 12.4, 4.4
"Corruption1.trc", 8, 16, LRU, 8, 512, 22, 6, 64, 1472, 9664, 21397, 18841, 2556, 512, 2044, 88.1, 11.9, 4.3
"Corruption1.trc", 8, 16, LRU, 16, 512, 23, 5, 32, 1536, 9728, 21397, 18866, 2531, 512, 2019, 88.2, 11.8, 4.3
"Corruption1.trc", 8, 32, RR, 1, 256, 19, 8, 256, 640, 8832, 20517, 18198, 2319, 255, 2064, 88.7, 11.3, 4.2
"Corruption1.trc", 8, 32, RR, 2, 256, 20, 7, 128, 672, 8864, 20517, 18530, 1987, 255, 1732, 90.3, 9.7, 4.2
"Corruption1.trc", 8, 32, RR, 4, 256, 21, 6, 64, 704, 8896, 20517, 18624, 1893, 256, 1637, 90.8, 9.2, 4.2
"Corruption1.trc", 8, 32, RR, 8, 256, 22, 5, 32, 736, 8928, 20517, 18715, 1802, 256, 1546, 91.2, 8.8, 4.2
